date,current_price,strike,relative_strike,maturity_days,maturity_years,option_price,implied_vol,volume,option_type
2018-01-02,6511.33984375,5250.0,0.8,30,0.0821917808219178,8.98,0.21647271304646637,16.0,put
2018-01-02,6511.33984375,5250.0,0.8,60,0.1643835616438356,13.25,0.21372932870650874,2.0,put
2018-01-02,6511.33984375,5250.0,0.8,90,0.2465753424657534,13.25,0.2110296477340008,2.0,put
2018-01-02,6511.33984375,5250.0,0.8,120,0.3287671232876712,45.4,0.20847467015880972,2.0,put
2018-01-02,6511.33984375,5250.0,0.8,150,0.410958904109589,61.0,0.20622837685984294,10.0,put
2018-01-02,6511.33984375,5250.0,0.8,180,0.4931506849315068,70.0,0.2045429088932198,1.0,put
2018-01-02,6511.33984375,5250.0,0.8,360,0.9863013698630136,100.0,0.24523026460626068,1.0,put
2018-01-02,6511.33984375,5525.0,0.85,30,0.0821917808219178,8.98,0.2059055465261152,16.0,put
2018-01-02,6511.33984375,5525.0,0.85,60,0.1643835616438356,20.0,0.20368614785204292,8.0,put
2018-01-02,6511.33984375,5525.0,0.85,90,0.2465753424657534,20.0,0.20153836440844447,8.0,put
2018-01-02,6511.33984375,5525.0,0.85,120,0.3287671232876712,45.4,0.19956061489466417,2.0,put
2018-01-02,6511.33984375,5525.0,0.85,150,0.410958904109589,61.0,0.1979126952409444,10.0,put
2018-01-02,6511.33984375,5525.0,0.85,180,0.4931506849315068,70.0,0.19683879537575866,1.0,put
2018-01-02,6511.33984375,5525.0,0.85,360,0.9863013698630136,100.0,0.24523026460626068,1.0,put
2018-01-02,6511.33984375,5850.0,0.9,30,0.0821917808219178,8.98,0.1968693197208298,16.0,put
2018-01-02,6511.33984375,5850.0,0.9,60,0.1643835616438356,35.82,0.19508037222123087,7.0,put
2018-01-02,6511.33984375,5850.0,0.9,90,0.2465753424657534,35.82,0.193385992175735,7.0,put
2018-01-02,6511.33984375,5850.0,0.9,120,0.3287671232876712,60.02,0.1918830891608637,30.0,put
2018-01-02,6511.33984375,5850.0,0.9,150,0.410958904109589,80.0,0.19072895282629174,10.0,put
2018-01-02,6511.33984375,5850.0,0.9,180,0.4931506849315068,70.0,0.19016236870436856,1.0,put
2018-01-02,6511.33984375,5850.0,0.9,360,0.9863013698630136,242.0,0.19797828616282995,4.0,put
2018-01-02,6511.33984375,6190.0,0.95,30,0.0821917808219178,20.0,0.18904821379965747,4.0,put
2018-01-02,6511.33984375,6190.0,0.95,60,0.1643835616438356,69.7,0.18761235971639809,2.0,put
2018-01-02,6511.33984375,6190.0,0.95,90,0.2465753424657534,69.7,0.18628996819416313,2.0,put
2018-01-02,6511.33984375,6190.0,0.95,120,0.3287671232876712,98.67,0.1851771925876327,1.0,put
2018-01-02,6511.33984375,6190.0,0.95,150,0.410958904109589,120.09,0.18442996159864608,5.0,put
2018-01-02,6511.33984375,6190.0,0.95,180,0.4931506849315068,70.0,0.18428338549862278,1.0,put
2018-01-02,6511.33984375,6190.0,0.95,360,0.9863013698630136,269.0,0.1940627392392361,1.0,put
2018-01-02,6511.33984375,6510.0,1.0,30,0.0821917808219178,75.55,0.18217743197795921,4.0,put
2018-01-02,6511.33984375,6510.0,1.0,60,0.1643835616438356,159.85,0.18103068601096328,6.0,put
2018-01-02,6511.33984375,6510.0,1.0,90,0.2465753424657534,159.85,0.18001301087401955,6.0,put
2018-01-02,6511.33984375,6510.0,1.0,120,0.3287671232876712,186.02,0.17922034638881232,30.0,put
2018-01-02,6511.33984375,6510.0,1.0,150,0.410958904109589,228.73,0.1788080467053189,3.0,put
2018-01-02,6511.33984375,6510.0,1.0,180,0.4931506849315068,612.0,0.179008707263912,3.0,put
2018-01-02,6511.33984375,6510.0,1.0,360,0.9863013698630136,405.0,0.17903041824493773,4.0,put
2018-01-02,6511.33984375,6850.0,1.05,30,0.0821917808219178,1.2,0.17604756245222505,25.0,call
2018-01-02,6511.33984375,6850.0,1.05,60,0.1643835616438356,37.5,0.17513598041156245,2.0,call
2018-01-02,6511.33984375,6850.0,1.05,90,0.2465753424657534,37.5,0.174366386622959,2.0,call
2018-01-02,6511.33984375,6850.0,1.05,120,0.3287671232876712,70.66,0.1738349209315247,3.0,call
2018-01-02,6511.33984375,6850.0,1.05,150,0.410958904109589,23.1,0.17369692149625784,1.0,call
2018-01-02,6511.33984375,6850.0,1.05,180,0.4931506849315068,,0.17418325243669072,0.0,call
2018-01-02,6511.33984375,6850.0,1.05,360,0.9863013698630136,280.95,0.14308806599359014,1.0,call
2018-01-02,6511.33984375,7200.0,1.1,30,0.0821917808219178,0.4,0.1704968919028618,1.0,call
2018-01-02,6511.33984375,7200.0,1.1,60,0.1643835616438356,1.35,0.16977338870948122,2.0,call
2018-01-02,6511.33984375,7200.0,1.1,90,0.2465753424657534,1.35,0.1692025239094055,2.0,call
2018-01-02,6511.33984375,7200.0,1.1,120,0.3287671232876712,43.05,0.1688809795414293,3.0,call
2018-01-02,6511.33984375,7200.0,1.1,150,0.410958904109589,14.0,0.1689645021932499,1.0,call
2018-01-02,6511.33984375,7200.0,1.1,180,0.4931506849315068,,0.16968277001765036,0.0,call
2018-01-02,6511.33984375,7200.0,1.1,360,0.9863013698630136,280.95,0.14308806599359014,1.0,call
2018-01-02,6511.33984375,7500.0,1.15,30,0.0821917808219178,0.4,0.16540109454177546,1.0,call
2018-01-02,6511.33984375,7500.0,1.15,60,0.1643835616438356,1.11,0.1648225730056705,7.0,call
2018-01-02,6511.33984375,7500.0,1.15,90,0.2465753424657534,1.11,0.16440533948612887,7.0,call
2018-01-02,6511.33984375,7500.0,1.15,120,0.3287671232876712,43.05,0.16424693174515537,3.0,call
2018-01-02,6511.33984375,7500.0,1.15,150,0.410958904109589,14.0,0.16450386373674897,1.0,call
2018-01-02,6511.33984375,7500.0,1.15,180,0.4931506849315068,,0.16540503585343772,0.0,call
2018-01-02,6511.33984375,7500.0,1.15,360,0.9863013698630136,16.8,0.1237729986745388,1.0,call
2018-01-02,6511.33984375,8100.0,1.2,30,0.0821917808219178,0.4,0.16066482426225828,1.0,call
