date,current_price,strike,relative_strike,maturity_days,maturity_years,option_price,implied_vol,volume,option_type
2025-08-13,23849.0390625,19100.0,0.8,30,0.0821917808219178,14.1,0.2561014519918944,1.0,put
2025-08-13,23849.0390625,19100.0,0.8,60,0.1643835616438356,58.2,0.2528735084654163,6.0,put
2025-08-13,23849.0390625,19100.0,0.8,90,0.2465753424657534,97.38,0.24983569646040682,1.0,put
2025-08-13,23849.0390625,19100.0,0.8,120,0.3287671232876712,132.0,0.24701187048550738,1.0,put
2025-08-13,23849.0390625,19100.0,0.8,150,0.410958904109589,215.0,0.2739000982589687,5.0,put
2025-08-13,23849.0390625,19100.0,0.8,180,0.4931506849315068,249.0,0.24210905525035445,1.0,put
2025-08-13,23849.0390625,19100.0,0.8,360,0.9863013698630136,,0.23521301536784336,0.0,put
2025-08-13,23849.0390625,20300.0,0.85,30,0.0821917808219178,30.0,0.23700413980754434,7.0,put
2025-08-13,23849.0390625,20300.0,0.85,60,0.1643835616438356,86.7,0.2348593660827562,5.0,put
2025-08-13,23849.0390625,20300.0,0.85,90,0.2465753424657534,139.54,0.23289249978608265,5.0,put
2025-08-13,23849.0390625,20300.0,0.85,120,0.3287671232876712,192.0,0.23112547769394026,1.0,put
2025-08-13,23849.0390625,20300.0,0.85,150,0.410958904109589,242.4,0.26404423061909876,3.0,put
2025-08-13,23849.0390625,20300.0,0.85,180,0.4931506849315068,249.0,0.22828592828360741,1.0,put
2025-08-13,23849.0390625,20300.0,0.85,360,0.9863013698630136,,0.22695049599077383,0.0,put
2025-08-13,23849.0390625,21450.0,0.9,30,0.0821917808219178,49.52,0.2224809464298487,1.0,put
2025-08-13,23849.0390625,21450.0,0.9,60,0.1643835616438356,144.6,0.22112937263593857,2.0,put
2025-08-13,23849.0390625,21450.0,0.9,90,0.2465753424657534,244.6,0.21994491710184408,2.0,put
2025-08-13,23849.0390625,21450.0,0.9,120,0.3287671232876712,328.9,0.21894811051477975,3.0,put
2025-08-13,23849.0390625,21450.0,0.9,150,0.410958904109589,405.1,0.23219339845232012,1.0,put
2025-08-13,23849.0390625,21450.0,0.9,180,0.4931506849315068,797.2,0.21760711748459516,2.0,put
2025-08-13,23849.0390625,21450.0,0.9,360,0.9863013698630136,,0.2203090834770271,0.0,put
2025-08-13,23849.0390625,22650.0,0.95,30,0.0821917808219178,141.0,0.21153997100132882,88.0,put
2025-08-13,23849.0390625,22650.0,0.95,60,0.1643835616438356,279.5,0.21075192372363186,9.0,put
2025-08-13,23849.0390625,22650.0,0.95,90,0.2465753424657534,529.2,0.21012223632821736,2.0,put
2025-08-13,23849.0390625,22650.0,0.95,120,0.3287671232876712,554.7,0.20967041085105625,2.0,put
2025-08-13,23849.0390625,22650.0,0.95,150,0.410958904109589,606.0,0.21146709651039353,2.0,put
2025-08-13,23849.0390625,22650.0,0.95,180,0.4931506849315068,797.2,0.20938646948028536,2.0,put
2025-08-13,23849.0390625,22650.0,0.95,360,0.9863013698630136,,0.21493787276998796,0.0,put
