contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,symbol,type
NDXP251117C24730000,2025-11-14 18:17:28+00:00,24730.0,435.8,353.4,393.4,220.8,102.697685,11.0,0.0,0.31011126907348635,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24740000,2025-11-14 14:43:34+00:00,24740.0,215.5,345.3,385.3,-3.0,-1.3729978,2.0,0.0,0.3081276463317871,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24750000,2025-11-14 20:50:30+00:00,24750.0,330.88,337.3,377.3,119.58,56.592525,5.0,0.0,0.30623366807937624,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24760000,2025-11-14 20:50:30+00:00,24760.0,323.35,329.3,369.3,103.850006,47.312077,3.0,0.0,0.30427102596282957,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24770000,2025-11-14 18:17:28+00:00,24770.0,403.54,321.4,360.7,171.54,73.939644,6.0,0.0,0.30134518241882324,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24780000,2025-11-14 14:47:44+00:00,24780.0,224.07,312.9,352.9,15.070007,7.21053,3.0,0.0,0.2995503853034973,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24790000,2025-11-14 14:49:27+00:00,24790.0,223.1,305.1,345.1,32.300003,16.928722,7.0,0.0,0.29768120233535755,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24800000,2025-11-14 16:24:18+00:00,24800.0,397.25,298.1,338.0,-279.22998,-41.2769,14.0,1.0,0.2967618694877624,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24810000,2025-11-14 14:58:38+00:00,24810.0,238.2,289.8,329.8,0.0,0.0,1.0,0.0,0.29415836463928224,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24820000,2025-11-14 15:09:43+00:00,24820.0,229.19,284.5,322.2,85.19,59.159725,5.0,0.0,0.2923540308761595,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24830000,2025-11-14 14:56:20+00:00,24830.0,229.2,275.3,314.6,55.800003,32.179935,4.0,0.0,0.290473403930664,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24840000,2025-11-14 15:12:07+00:00,24840.0,197.54,267.8,307.2,0.0,0.0,1.0,0.0,0.28879876857757564,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24850000,2025-11-14 15:17:04+00:00,24850.0,227.5,260.4,299.8,-73.850006,-24.50639,11.0,2.0,0.2870402107238769,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24860000,2025-11-14 18:51:20+00:00,24860.0,299.0,253.1,293.1,92.56,44.83627,5.0,0.0,0.28618954174041744,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24870000,2025-11-14 15:28:21+00:00,24870.0,232.7,245.8,285.3,36.0,18.301983,15.0,0.0,0.2836985693359374,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24880000,2025-11-14 18:04:07+00:00,24880.0,283.75,238.7,278.7,78.75,38.414635,4.0,0.0,0.2828097537612915,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24890000,2025-11-14 15:31:33+00:00,24890.0,206.6,231.6,271.6,52.600006,34.15585,5.0,0.0,0.28112748908996577,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24900000,2025-11-14 20:48:35+00:00,24900.0,230.0,225.0,264.5,-331.28998,-59.022964,38.0,1.0,0.2793555799293517,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24910000,2025-11-14 15:27:41+00:00,24910.0,199.0,217.6,257.6,61.100006,44.307476,4.0,0.0,0.27777058906555174,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24920000,2025-11-14 15:02:11+00:00,24920.0,159.0,210.8,250.7,22.5,16.483517,5.0,0.0,0.2760902317237854,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24930000,2025-11-14 21:04:23+00:00,24930.0,200.9,204.0,243.9,37.399994,22.874615,9.0,0.0,0.27445565029144287,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24940000,2025-11-14 21:04:23+00:00,24940.0,194.55,201.6,241.6,57.34999,41.80028,7.0,0.0,0.27887874753952024,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24950000,2025-11-14 17:53:11+00:00,24950.0,270.0,200.0,236.1,28.0,11.570248,7.0,1.0,0.2788081763458252,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24960000,2025-11-14 15:27:15+00:00,24960.0,169.0,196.4,214.0,0.0,0.0,1.0,0.0,0.25602321743011475,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24970000,2025-11-14 18:05:06+00:00,24970.0,226.6,189.9,206.0,0.0,0.0,2.0,0.0,0.25238784729003905,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24980000,2025-11-14 20:45:29+00:00,24980.0,189.4,185.2,200.0,41.199997,27.800268,6.0,0.0,0.25136361131668084,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C24990000,2025-11-14 21:01:07+00:00,24990.0,162.81,179.0,194.0,-77.350006,-32.2077,14.0,1.0,0.2502287502288818,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25000000,2025-11-14 21:07:05+00:00,25000.0,158.9,176.1,186.9,-75.850006,-32.31097,112.0,29.0,0.2474879176521301,True,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25010000,2025-11-14 21:01:15+00:00,25010.0,147.71,168.5,180.9,31.11,26.680958,22.0,0.0,0.2461222696876526,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25020000,2025-11-14 21:02:21+00:00,25020.0,148.54,159.4,174.7,49.309998,49.692635,29.0,0.0,0.24436943382263185,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25030000,2025-11-14 21:01:33+00:00,25030.0,139.73,156.8,168.9,-42.869995,-23.477545,6.0,0.0,0.24303621046066284,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25040000,2025-11-14 21:02:53+00:00,25040.0,141.53,148.4,163.3,35.660004,33.682823,39.0,0.0,0.24185175880432128,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25050000,2025-11-14 21:04:37+00:00,25050.0,131.0,142.7,157.7,-52.300003,-28.532461,48.0,1.0,0.24054523805618286,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25060000,2025-11-14 21:04:37+00:00,25060.0,125.8,138.1,152.2,41.11,48.54174,16.0,0.0,0.23924634662628175,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25070000,2025-11-14 21:01:33+00:00,25070.0,119.48,134.6,148.0,37.879997,46.421562,7.0,0.0,0.23959729526519774,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25080000,2025-11-14 21:01:07+00:00,25080.0,115.5,127.0,141.7,3.800003,3.4019723,18.0,0.0,0.23694992183685304,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251117C25090000,2025-11-14 20:49:39+00:00,25090.0,112.16,122.1,136.4,40.449997,56.407745,26.0,0.0,0.23553468330383298,False,REGULAR,USD,2025-11-17,^NDX,calls
