contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,symbol,type
NDXP251117C30000000,2025-10-27 13:53:01+00:00,30000.0,0.07,0.0,0.4,-1.13,-94.16666,2.0,1,0.6103554589843752,False,REGULAR,USD,2025-11-17,^NDX,calls
NDXP251118C24100000,2025-11-07 15:58:10+00:00,24100.0,856.29,879.8,1066.7,0.0,0.0,1.0,1,0.4707007886505127,True,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C24700000,2025-11-07 17:26:03+00:00,24700.0,445.7,406.9,482.4,0.0,0.0,2.0,1,0.2926000763893127,True,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C24800000,2025-11-14 14:49:13+00:00,24800.0,281.4,353.7,393.5,-591.80005,-67.77371,3.0,0,0.2663342410278321,True,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C24900000,2025-11-14 15:13:21+00:00,24900.0,215.8,284.1,323.9,-448.23004,-67.50147,3.0,1,0.2555063311195374,True,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25000000,2025-11-14 19:06:57+00:00,25000.0,271.05,225.1,255.4,-25.600006,-8.629701,18.0,2,0.24060245794296262,True,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25100000,2025-11-14 20:54:54+00:00,25100.0,158.34,172.6,188.0,-60.51001,-27.649078,3.0,18,0.2207490645599365,False,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25200000,2025-11-14 21:05:54+00:00,25200.0,113.09,123.3,138.7,-58.04001,-33.91574,78.0,9,0.21126200733184813,False,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25300000,2025-11-14 20:59:48+00:00,25300.0,79.2,88.6,98.8,-53.949997,-40.51821,400.0,397,0.2034667514228821,False,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25400000,2025-11-14 20:48:07+00:00,25400.0,56.7,52.0,63.0,-38.2,-40.252895,9.0,72,0.19095848417282105,False,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25500000,2025-11-14 20:56:47+00:00,25500.0,31.45,36.0,39.8,-37.2,-54.187912,15.0,11,0.18417220560073855,False,REGULAR,USD,2025-11-18,^NDX,calls
NDXP251118C25600000,2025-11-14 20:36:50+00:00,25600.0,26.2,21.2,24.5,-24.8,-48.62745,16.0,12,0.17985591880798338,False,REGULAR,USD,2025-11-18,^NDX,calls
