strike_0.8_maturity_30,strike_0.8_maturity_60,strike_0.8_maturity_90,strike_0.8_maturity_120,strike_0.8_maturity_150,strike_0.8_maturity_180,strike_0.8_maturity_360,strike_0.85_maturity_30,strike_0.85_maturity_60,strike_0.85_maturity_90,strike_0.85_maturity_120,strike_0.85_maturity_150,strike_0.85_maturity_180,strike_0.85_maturity_360,strike_0.9_maturity_30,strike_0.9_maturity_60,strike_0.9_maturity_90,strike_0.9_maturity_120,strike_0.9_maturity_150,strike_0.9_maturity_180,strike_0.9_maturity_360,strike_0.95_maturity_30,strike_0.95_maturity_60,strike_0.95_maturity_90,strike_0.95_maturity_120,strike_0.95_maturity_150,strike_0.95_maturity_180,strike_0.95_maturity_360,strike_1.0_maturity_30,strike_1.0_maturity_60,strike_1.0_maturity_90,strike_1.0_maturity_120,strike_1.0_maturity_150,strike_1.0_maturity_180,strike_1.0_maturity_360,strike_1.05_maturity_30,strike_1.05_maturity_60,strike_1.05_maturity_90,strike_1.05_maturity_120,strike_1.05_maturity_150,strike_1.05_maturity_180,strike_1.05_maturity_360,strike_1.1_maturity_30,strike_1.1_maturity_60,strike_1.1_maturity_90,strike_1.1_maturity_120,strike_1.1_maturity_150,strike_1.1_maturity_180,strike_1.1_maturity_360,strike_1.15_maturity_30,strike_1.15_maturity_60,strike_1.15_maturity_90,strike_1.15_maturity_120,strike_1.15_maturity_150,strike_1.15_maturity_180,strike_1.15_maturity_360,strike_1.2_maturity_30,strike_1.2_maturity_60,strike_1.2_maturity_90,strike_1.2_maturity_120,strike_1.2_maturity_150,strike_1.2_maturity_180,strike_1.2_maturity_360
941.9462804419945,949.7314337946173,963.0286366030305,978.831387409095,995.7524083941698,1013.2974880401293,1137.0705052862204,709.4032570247746,725.3971346032458,746.1771591455404,768.1758098526707,790.4887996989855,813.0864173933201,970.8591344390866,484.2833423395123,513.9767232678923,543.9703522593741,572.7064559408727,600.5383747118831,628.161228405253,819.1627409570874,281.23826006497075,326.9231791013585,365.25120008993827,399.5142936817483,431.7084566081221,463.29261314488986,682.4598651591318,125.89927867798042,178.56903522882521,219.8232269577129,255.9243641515036,289.67951303683276,322.9140027935646,560.7391645650882,38.03189919003262,79.19899153183451,114.69053794546994,147.16719843738633,178.47968909100473,210.11428730021044,453.5703801134093,6.622925215279963,26.690314467625285,49.85677265845061,73.93372587631393,98.98900864322513,125.73319301370134,360.223733080441,0.5602883501691345,6.336114653299404,17.239428284142775,31.415213070475488,48.240409324586835,67.91247240758798,279.80625609499316,0.01922284614763492,0.9732821770248705,4.492853224087455,10.861522288579891,20.05271311461911,32.33886239319236,211.39032720976616
945.2165010400258,951.2898896337665,962.9176480063043,976.9730903627201,992.1211869508179,1007.8641513535608,1123.601653071366,712.183517743521,725.4592587620537,744.4428915142153,764.5715398850502,784.8741323556842,805.2537614299772,949.0481929645284,480.6954514212616,512.5648062957225,540.776997863497,567.5488710898335,593.099093304394,618.0116906916674,787.8024875803649,267.24160999955575,324.4058970775932,361.02220474589603,393.21091594807467,422.8160545738333,451.15175877129104,640.8565063629517,50.47140557855164,175.7078405284342,215.26820543493113,249.16222128041682,280.027411326897,309.5013371049863,508.92252766604724,1.5082022927107346,76.86591574369345,110.6647080827588,140.85684608588554,169.08326104364096,196.58453566149205,392.45389358610987,0.00402872062449644,25.351115979837687,47.01634010819873,68.94182010652708,90.96268811567961,113.48754038708648,291.704397141714,9.556900494317596e-07,5.8266067930456416,15.709766363317954,28.18321490233177,42.389142123863735,58.18061851624475,206.7951661715856,2.4602983213241547e-11,0.8547016452712839,3.897943477639487,9.218984365156103,16.529635590772386,25.722922830450386,137.74155926576202
945.7341577678321,950.4847183762818,961.8910534411152,976.293306953673,992.6003833285563,1010.5391426314054,1153.1526765667018,711.8116131432585,725.1985853589545,744.6692724968907,765.9310972156745,788.2206669018515,811.661518042265,984.6075885491805,484.03098761097635,513.8224550004284,543.3332545734643,571.9804076365367,600.2273523792705,628.8950787115573,828.384893058535,267.69250714297505,328.1084131507987,366.58056706082425,401.1259104185092,433.86954916731156,466.37018766662504,684.6999934488185,49.19931726172172,181.59309363124385,223.29187571758303,259.7759987521881,293.96820420013364,327.7473621247027,553.5981978525383,1.4855402685078332,82.98671360816707,119.2245249258417,152.16467953925462,183.76820488357453,215.5302129502079,435.101236350843,0.0038657518382578804,29.550062317821585,53.830012294224616,78.5588641051686,103.87518432166371,130.4476987682374,329.38935630920764,8.813887687725665e-07,7.657929319449352,19.670180755330193,34.60464575717231,51.723329697271765,71.07456649156063,236.98731333642831,2.1546608646036226e-11,1.3333570484746318,5.514250667866833,12.483006892440699,21.92862829650238,33.83937083794439,158.8794574398853
942.9324456669187,947.5400923800407,958.523269590265,971.9810368799936,986.7406653572853,1002.4494375817226,1128.8160440584502,707.4988830640455,722.5691288578009,741.1182424669096,760.9184771300806,781.1450842100589,801.8562261994553,960.6452270123996,482.5305567934952,511.0383833051742,539.140127305347,565.902039507092,591.7102013549629,617.3318748055781,806.8810475663063,267.1628196873703,324.88208618363524,361.66996038968637,394.11865177958816,424.2665039511885,453.6416753269623,668.0063617117098,103.03495145739362,178.2674384978218,218.2417578395016,252.62787226686396,284.2755547526044,315.0654231792578,544.0144468396661,1.914449560047018,80.40234949174123,115.0326269989605,146.03359815895578,175.31072451175282,204.3894148369468,434.4626844445911,0.012114539166243832,28.19846593247155,51.20119370357463,74.33289649846324,97.71185243562104,122.06373926414722,338.58367487549526,8.270938194119507e-06,7.234791482257435,18.515097892275662,32.38984425872218,48.13691977026053,65.88274246164372,255.4507625226961,8.447477516500898e-10,1.2698042838292807,5.2018332024933045,11.677287927758528,20.380855989697125,31.36881783437491,184.20387165552347
942.011448263826,945.7567718913738,953.8829945820098,964.943052535551,977.9355704568934,992.4456682725968,1107.6464736152338,707.8743275341112,717.7276477696328,732.7712004151517,750.0787246200116,768.6556165953748,788.3374574533605,931.270496358552,479.19592407693517,501.67231923386134,526.3081657746056,550.901731237831,575.4042290165671,600.2648417422033,768.0523730499308,271.15932287724945,310.6970233289003,344.71446562803976,375.53417968574604,404.75448338697606,433.58282136347543,619.193888993354,113.83281727582835,161.71680049399538,199.34435516393023,232.31621648706505,263.11354967241914,293.30409105561375,485.70860955179614,30.177460301418364,66.15667068812309,97.77511978477946,126.85351792180722,154.83044383642437,182.86033475628028,368.38958804041386,4.180866338828849,19.62494746995253,38.73276208791924,59.078842530327165,80.37028799271548,102.9456099223346,267.7966651418774,0.24558469201038413,3.838665295767555,11.674681751398396,22.48375203389662,35.60428393222719,50.955783262944124,184.2485903646334,0.004840148467460281,0.4420172553865882,2.486965435995984,6.621345300822753,12.89267415525353,21.398867884124513,117.78983524963428
931.7534737131159,936.1584579902801,944.9369096742771,956.1709256506169,968.6781703056877,981.9612054664221,1092.0221634257273,700.4403025961992,711.1908119035279,726.619626683053,743.5639925833575,760.957301818526,778.5994036308912,917.7146853103427,474.87998464836664,498.0647684766768,522.4832069554254,545.99592399327,568.5270423263064,590.5032271846949,756.6117003072368,269.9312902405436,309.4287371564483,342.5178409567716,371.58153565718794,398.1438493208975,423.37260824071564,609.8128816901067,114.5364947538319,161.8140638304103,198.10762270587884,228.94509290758197,256.68246973523856,282.8286978503111,478.15713044496215,31.04266015595374,66.69208538967564,97.10899672681671,124.11254014883548,149.02520230892037,172.93258851659175,362.21964487500077,4.495005137116237,20.066556670518708,38.47644162280608,57.21425066772929,75.86307975719137,94.66496634887926,262.3763882084959,0.2887619291974488,4.048231684524978,11.669725991089422,21.542143463240848,32.780251953062475,45.13075117730148,178.91796706236528,0.006819393044695143,0.4991479790698463,2.546661441696358,6.31779199983896,11.557999668602264,18.100933763180763,112.14512842791225
930.2345920753437,933.463625408282,942.3680140866045,953.7825045398467,966.5106406049222,980.02293883529,1083.088278406613,701.0918847971084,709.349097667684,725.0465954894162,742.3276906338319,760.1134243983429,778.1541180502927,905.6823473702798,481.3127719146364,497.24604304089917,522.0795622920778,546.0787439065907,569.1600212218314,591.6769697182858,740.6340367511771,272.7294082638796,309.68238611664265,343.2634759073944,372.9091937234757,400.12809205917165,425.9850450506833,589.4074884936435,114.46498356787151,162.7909914423335,199.60317218550972,231.07080321477451,259.5213629618315,286.33612851543376,453.47132847078547,1.948938722865904,67.70409279915589,98.66919071063285,126.32414228913831,151.9678460542384,176.5538893457474,334.2576467991396,0.008365507143824669,20.64135318812737,39.551751124428165,58.89204937617308,78.22432561252913,97.67177877874292,233.09536559183425,4.067622600670523e-06,4.233285822358653,12.168160260984394,22.477873079841117,34.25085959200078,47.138454503165576,151.06828221512274,2.669611682579623e-10,0.5315361741545921,2.6979308224609753,6.693059661872695,12.254590916417754,19.158471046070417,88.72229048489771
929.1698413976615,931.6539253801075,939.6002327901651,950.3602541706928,963.0075458005936,977.2338238279262,1100.7948436418606,698.5423503830411,707.0581672811359,721.784139110961,738.6758309448896,756.8508690792173,776.2845802817151,933.0365815022424,474.7433718619877,494.34386940541435,518.4961253742558,542.5629912395243,566.6242078618257,591.2945249074683,779.2725797584353,264.17958317867124,306.56012118650415,339.94926253811354,370.16219256009344,398.9206936646415,427.6181141424777,640.157800356822,94.73576948934851,160.3915735354417,197.37817554435742,229.74482601483214,260.0952899409731,290.2054508599408,515.9743571716413,2.552780621948841,66.69900747993529,97.9766437539854,126.63540331716126,154.27859380586506,182.30193868506672,406.6533304262425,0.019630806711260718,20.66335031152903,39.9996484357722,60.338498356115224,81.57173141595604,104.29914884342361,311.83589543298604,2.1394249739630552e-05,4.465846312364192,12.89042889800487,24.12385660119395,37.55592879937467,53.30742919805016,230.96473605872188,4.017539019516458e-09,0.6315919014296796,3.14239557653778,7.833993328142867,14.656955434514146,23.778907911937267,163.39712844730684
920.7490462345845,922.0922315044672,929.7430387824506,939.6571233138666,950.74296991867,962.5092418682525,1046.9635265237575,694.7611801007856,699.9414275912072,714.0432558395883,729.5251944707861,745.3378097668951,761.2260972023623,864.204721368325,468.1473546360985,489.65911649678674,512.6744282763566,534.6322573699285,555.4204610102784,575.3575873734071,693.7011720492942,261.8773872352958,304.1717657657855,335.8435671526927,363.26815687633234,387.90420945285086,410.76552593126553,537.9392611196122,61.93708598907142,159.86986461020297,194.81063032282327,223.9816354683926,249.6545148429118,273.14825352413345,399.5278628568449,5.683741524228083,67.23299816165672,96.7201950368858,122.29464937223497,145.2310783065966,166.42503865446747,280.93415323264344,0.06666520499518391,21.36000959364344,39.66207657784548,57.597079465843535,74.73745676394003,91.16404650051686,184.11934277361797,0.00022615288794182453,4.861756783163258,12.97554752996939,22.777215481457517,33.24190079074947,43.939040865762536,110.06933522361635,1.8587559765908786e-07,0.7590670583799515,3.2831648850048225,7.368859610256521,12.474105352824552,18.192659261223355,58.261001487067915
901.008837515998,904.8851099218764,912.8486132073067,923.1657192500888,934.635265491519,946.619038556847,1024.6838983794514,677.1613972961136,686.856893934731,701.0534296681321,716.7026071020523,732.6300521583171,748.4119932651761,842.9351133793862,458.66068441306334,480.2213647565659,503.07072809928513,524.9700496083178,545.6353146974279,565.1883917595128,673.6764049169319,260.1596914822899,297.71068783057854,329.0535616263237,356.2894884733091,380.6653956348696,402.98181407634047,519.8621801694394,110.37715345299966,155.768942590008,190.35134229313599,219.3169184331532,244.71764404226042,267.65978815620565,384.42314020073127,30.44280728308877,65.00870151628692,94.17391814246002,119.60310590365339,142.3641187547746,163.15229281979828,269.8494681745601,4.744190321275653,20.44255306509865,38.51055657335917,56.40250451762745,73.5314980793595,89.80678610612244,177.70622388141533,0.37129031627588205,4.600361694418069,12.604801467879383,22.462186427432073,33.07325643522074,43.88647941425381,108.17116284915653,0.013363844233843292,0.7097650690139794,3.208993482571614,7.387883826672862,12.707994225569564,18.704867150491907,59.736506888225904
