date,current_price,strike,relative_strike,maturity_days,maturity_years,option_price,implied_vol,volume,option_type
2024-10-31,19890.419921875,15900.0,0.8,30,0.0821917808219178,10.0,0.2839772251949811,54.0,put
2024-10-31,19890.419921875,15900.0,0.8,60,0.1643835616438356,43.6,0.28040228406794704,1.0,put
2024-10-31,19890.419921875,15900.0,0.8,90,0.2465753424657534,70.0,0.2769349589849768,1.0,put
2024-10-31,19890.419921875,15900.0,0.8,120,0.3287671232876712,367.2,0.27363210215459144,1.0,put
2024-10-31,19890.419921875,15900.0,0.8,150,0.410958904109589,168.28,0.27056182409332336,3.0,put
2024-10-31,19890.419921875,15900.0,0.8,180,0.4931506849315068,,0.26780650868096534,0.0,put
2024-10-31,19890.419921875,15900.0,0.8,360,0.9863013698630136,141.3,0.26366450510715594,1.0,put
2024-10-31,19890.419921875,16900.0,0.85,30,0.0821917808219178,13.8,0.2703636874377598,1.0,put
2024-10-31,19890.419921875,16900.0,0.85,60,0.1643835616438356,83.75,0.26755430139889996,180.0,put
2024-10-31,19890.419921875,16900.0,0.85,90,0.2465753424657534,145.55,0.26487996243931583,2.0,put
2024-10-31,19890.419921875,16900.0,0.85,120,0.3287671232876712,367.2,0.2623879492365874,1.0,put
2024-10-31,19890.419921875,16900.0,0.85,150,0.410958904109589,260.3,0.2601326080910195,1.0,put
2024-10-31,19890.419921875,16900.0,0.85,180,0.4931506849315068,,0.2581782001112369,0.0,put
2024-10-31,19890.419921875,16900.0,0.85,360,0.9863013698630136,1098.0,0.25744864396953226,2.0,put
2024-10-31,19890.419921875,17900.0,0.9,30,0.0821917808219178,41.5,0.25951465995577666,2.0,put
2024-10-31,19890.419921875,17900.0,0.9,60,0.1643835616438356,164.8,0.2572811043103339,2.0,put
2024-10-31,19890.419921875,17900.0,0.9,90,0.2465753424657534,230.8,0.2552016354190549,1.0,put
2024-10-31,19890.419921875,17900.0,0.9,120,0.3287671232876712,367.2,0.253316008480889,1.0,put
2024-10-31,19890.419921875,17900.0,0.9,150,0.410958904109589,421.95,0.25166773805605486,3.0,put
2024-10-31,19890.419921875,17900.0,0.9,180,0.4931506849315068,,0.2503067262201328,0.0,put
2024-10-31,19890.419921875,17900.0,0.9,360,0.9863013698630136,1098.0,0.2519566634161251,2.0,put
2024-10-31,19890.419921875,18900.0,0.95,30,0.0821917808219178,110.1,0.25079536112298373,1.0,put
2024-10-31,19890.419921875,18900.0,0.95,60,0.1643835616438356,312.5,0.24899496356379808,10.0,put
2024-10-31,19890.419921875,18900.0,0.95,90,0.2465753424657534,391.8,0.24736227215398646,1.0,put
2024-10-31,19890.419921875,18900.0,0.95,120,0.3287671232876712,575.3,0.24593115592343143,1.0,put
2024-10-31,19890.419921875,18900.0,0.95,150,0.410958904109589,534.5,0.2447365544972164,2.0,put
2024-10-31,19890.419921875,18900.0,0.95,180,0.4931506849315068,,0.24381682297043597,0.0,put
2024-10-31,19890.419921875,18900.0,0.95,360,0.9863013698630136,1098.0,0.24709626485748784,2.0,put
2024-10-31,19890.419921875,19890.0,1.0,30,0.0821917808219178,364.23,0.24370643185823718,1.0,put
2024-10-31,19890.419921875,19890.0,1.0,60,0.1643835616438356,584.5,0.24223174389653285,1.0,put
