date,current_price,strike,relative_strike,maturity_days,maturity_years,option_price,implied_vol,volume,option_type
2017-09-22,5932.31982421875,5350.0,0.9,90,0.2465753424657534,36.77,0.16084372763711965,1.0,put
2017-09-22,5932.31982421875,5350.0,0.9,120,0.3287671232876712,66.03,0.19542934321352531,2.0,put
2017-09-22,5932.31982421875,5350.0,0.9,150,0.410958904109589,87.08,0.1976876479245289,2.0,put
2017-09-22,5932.31982421875,5350.0,0.9,180,0.4931506849315068,,,0.0,put
2017-09-22,5932.31982421875,5350.0,0.9,360,0.9863013698630136,,0.11499066109890335,0.0,put
2017-09-22,5932.31982421875,5640.0,0.95,30,0.0821917808219178,15.5,0.15301140435884802,10.0,put
2017-09-22,5932.31982421875,5640.0,0.95,60,0.1643835616438356,46.82,0.15339473353206357,2.0,put
2017-09-22,5932.31982421875,5640.0,0.95,90,0.2465753424657534,92.0,0.15390450939114417,2.0,put
2017-09-22,5932.31982421875,5640.0,0.95,120,0.3287671232876712,110.25,0.1755630732682772,1.0,put
2017-09-22,5932.31982421875,5640.0,0.95,150,0.410958904109589,136.95,0.17990117578296927,1.0,put
2017-09-22,5932.31982421875,5640.0,0.95,180,0.4931506849315068,,,0.0,put
2017-09-22,5932.31982421875,5640.0,0.95,360,0.9863013698630136,,0.11336575407103792,0.0,put
2017-09-22,5932.31982421875,5930.0,1.0,30,0.0821917808219178,77.55,0.14657545140446418,2.0,put
2017-09-22,5932.31982421875,5930.0,1.0,60,0.1643835616438356,127.05,0.1471858431048451,1.0,put
2017-09-22,5932.31982421875,5930.0,1.0,90,0.2465753424657534,161.7,0.14796332340393042,20.0,put
2017-09-22,5932.31982421875,5930.0,1.0,120,0.3287671232876712,183.0,0.1555504389420347,1.0,put
2017-09-22,5932.31982421875,5930.0,1.0,150,0.410958904109589,237.0,0.1613293839328959,1.0,put
2017-09-22,5932.31982421875,5930.0,1.0,180,0.4931506849315068,,,0.0,put
2017-09-22,5932.31982421875,5930.0,1.0,360,0.9863013698630136,,0.11214583742473963,0.0,put
2017-09-22,5932.31982421875,6230.0,1.05,30,0.0821917808219178,1.13,0.14107733905065734,2.0,call
2017-09-22,5932.31982421875,6230.0,1.05,60,0.1643835616438356,12.05,0.14184940611732993,1.0,call
2017-09-22,5932.31982421875,6230.0,1.05,90,0.2465753424657534,32.67,0.14282401502580144,4.0,call
2017-09-22,5932.31982421875,6230.0,1.05,120,0.3287671232876712,195.3,0.14284581890628717,1.0,call
2017-09-22,5932.31982421875,6230.0,1.05,150,0.410958904109589,1251.06,,1.0,call
2017-09-22,5932.31982421875,6230.0,1.05,180,0.4931506849315068,0.45,0.11153885542626561,1.0,call
2017-09-22,5932.31982421875,6230.0,1.05,360,0.9863013698630136,1.95,0.11120672933447033,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,30,0.0821917808219178,0.47,0.13634407042332777,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,60,0.1643835616438356,1.25,0.1372187524289646,4.0,call
2017-09-22,5932.31982421875,6500.0,1.1,90,0.2465753424657534,2.4,0.13832800364609296,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,120,0.3287671232876712,195.3,0.14284581890628717,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,150,0.410958904109589,1251.06,,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,180,0.4931506849315068,0.45,0.11153885542626561,1.0,call
2017-09-22,5932.31982421875,6500.0,1.1,360,0.9863013698630136,1.95,0.11046651202855969,1.0,call
2017-09-22,5932.31982421875,6600.0,1.15,30,0.0821917808219178,0.47,0.13224473441888623,1.0,call
2017-09-22,5932.31982421875,6600.0,1.15,60,0.1643835616438356,1.25,0.1331664849310052,4.0,call
2017-09-22,5932.31982421875,6600.0,1.15,90,0.2465753424657534,1.0,0.13435270748728284,4.0,call
2017-09-22,5932.31982421875,6600.0,1.15,120,0.3287671232876712,195.3,0.14284581890628717,1.0,call
2017-09-22,5932.31982421875,6600.0,1.15,150,0.410958904109589,1251.06,,1.0,call
